insee	libelle1	libelle2	voie_num	voie_type	voie_nom	local	voie	CPBIBLIO	CEDEXB	BP	ville	DEPT	REGION	population_legale	
26333	MEDIATHEQUE  DEPARTEMENTALE  DROME  DES  COLLINES		4	RUE	DES  TERRASSES		4 RUE DES  TERRASSES	26240			Saint-Vallier	26	82	4132	
26336	BIBLIOTHEQUE  INTERCOMMUNALE  MAURICE  BURRUS	MAURICE BURRUS		PLACE	DU  PICODON		PLACE DU  PICODON	26400			Saou	26	82	536	
26337	MEDIATHEQUE	ASCSE		PLACE	EMILE LOUBET	BP9	PLACE EMILE LOUBET	26270		BP 20	Saulce-sur-Rhône	26	82	1746	
26338	BIBLIOTHEQUE  CROQU'LIVRES			CHEMIN	DE  RONDE		CHEMIN DE  RONDE	26740			Sauzet	26	82	1942	
26339	BIBLIOTHEQUE  MUNICIPALE			CHEMIN	DE  CROZE		CHEMIN DE  CROZE	26740			Savasse	26	82	1344	
26340	BIBLIOTHEQUE  MOT  A  MOT		2		LA BOURGADE	LA  BOURGADE	2   LA BOURGADE	26560			Séderon	26	82	299	
26341	BIBLIOTHEQUE  SERVOISE		2	place	de l'église	LE  VILLAGE	2 place de l'église	26600			Serves-sur-Rhône	26	82	692	
26345	BIBLIOTHEQUE  COMMUNALE	AMICALE LAIQUE	505	avenue	des côtes du rhône	LA  GRANDE  MAISON	505 avenue des côtes du rhône	26790			Suze-la-Rousse	26	82	1923	
26348	BIBLIOTHEQUE  MUNICIPALE	LES AMIS DE LA BIBLIOTHEQUE		PLACE	DU  PRADOU		PLACE DU  PRADOU	26770			Taulignan	26	82	1624	
26353	BIBLIOTHEQUE  MUNICIPALE					MAIRIE		26740			Les Tourrettes	26	82	954	
26357	AU  FIL  DU  LIVRE			AVENUE	DU  CHÂTEAU	CEDEX  21	AVENUE DU  CHÂTEAU	26790			Tulette	26	82	1928	
26358	MEDIATHEQUE MUNICIPALE D'UPIE			CHEMIN	DES  VIEILLES		CHEMIN DES  VIEILLES	26120			Upie	26	82	1434	
26362	RESEAU DE LECTURE PUBLIQUE VALENCE AGGLOMERATION		50	RUE	DENIS PAPIN		50 RUE DENIS PAPIN	26000			Valence	26	82	122050	
26368	BIBLIOTHEQUE  COMMUNALE			QUARTIER	LE  TEMPLE		QUARTIER LE  TEMPLE	26340			Vercheny	26	82	452	
26377	BIBLIOTHEQUE  MUNICIPALE					4 TRAVERSE BUTAVENT		26110			Vinsobres	26	82	1158	
26379	BIBLIOTHEQUE		rue	des Andrillots		LES  ANDRILLOTS	rue des Andrillots	26600			Granges-les-Beaumont	26	82	976	
26380	BIBLIOTHEQUE  MUNICIPALE					LE  VILLAGE		26600			Gervans	26	82	538	
27022	BIBLIOTHEQUE ESPACE MEDIAS AUBEVOYE			ALLEE	CHARLES PERRAULT		ALLEE CHARLES PERRAULT	27940			Aubevoye	27	23	4615	
27056	BIBLIOTHEQUE MUNICIPALE		2	RUE	DE LA CHARENTONNE	CENTRE CULTUREL MULTIMEDIA	2 RUE DE LA CHARENTONNE	27300			Bernay	27	23	10958	
27082	MEDIATHEQUE  MUNICIPALE		2	PLACE	DE LA REPUBLIQUE		2 PLACE DE LA REPUBLIQUE	27190			La Bonneville-sur-Iton	27	23	2327	
27090	BIBLIOTHEQUE MUNICIPALE	ESPACE JULES VERNE	1	PLACE	JULES VERNE	MAIRIE	1 PLACE JULES VERNE	27670			Le Bosc-Roger-en-Roumois	27	23	3308	
27103	BIBLIOTHEQUE HECTOR MALOT			RUE	DES PORTES		RUE DES PORTES	27310			Bourg-Achard	27	23	2933	
27105	BIBLIOTHEQUE MUNICIPALE		58		GRANDE RUE		58   GRANDE RUE	27520			Bourgtheroulde-Infreville	27	23	2981	
27116	MEDIATHEQUE MUNICIPALE	LOUISE MICHEL		PLACE	FREMONT DES ESSARTS		PLACE FREMONT DES ESSARTS	27800			Brionne	27	23	4473	
27151	BIBLIOTHEQUE MUNICIPALE	JULES VERNE						27380			Charleval	27	23	1855	
27165	MEDIATHEQUE MUNICIPALE		14	RUE	JACQUES VILLON		14 RUE JACQUES VILLON	27190			Conches-en-Ouche	27	23	5119	
27214	BIBLIOTHEQUE MUNICIPALE		1	PLACE	DE LA MAIRIE		1 PLACE DE LA MAIRIE	27440			Ecouis	27	23	791	
27229	BIBLIOTHEQUE-MEDIATHEQUE MUNICIPALE				SQUARE GEORGES BRASSENS		SQUARE GEORGES BRASSENS	27000			Evreux	27	23	53705	
27275	MEDIATHEQUE JULES VERNE		7	RUE	PIERRE BROSSOLETTE		7 RUE PIERRE BROSSOLETTE	27600			Gaillon	27	23	7225	
27284	BIBLIOTHEQUE MUNICIPALE	GUY DE MAUPASSANT	5	RUE	BALECHOUX		5 RUE BALECHOUX	27140			Gisors	27	23	11945	
27335	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE		PLACE DE LA MAIRIE	27400			Heudreville-sur-Eure	27	23	1042	
27355	BIBLIOTHEQUE MUNICIPALE		21	BOULEVARD	DE LA GARE		21 BOULEVARD DE LA GARE	27540			Ivry-la-Bataille	27	23	2653	
27375	MEDIATHEQUE MUNICIPALE	BORIS VIAN	47	RUE	DU QUAI	BP 515	47 RUE DU QUAI	27405			Louviers	27	23	18724	
27428	MEDIATHEQUE DU PAYS DU NEUBOURG			PLACE	FERRAND	MAIRIE LE NEUBOURG	PLACE FERRAND	27110			Le Neubourg	27	23	4321	
27438	BIBLIOTHEQUE MUNICIPALE			PLACE	DE L'HOTEL-DIEU		PLACE DE L'HOTEL-DIEU	27320			Nonancourt	27	23	2316	
27453	BIBLIOTHEQUE MUNICIPALE	JULES VERNE	10 BIS	RUE	DE L'EGLISE		10 BIS RUE DE L'EGLISE	27910			Perriers-sur-Andelle	27	23	1803	
27458	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA FRATERNITE		PLACE DE LA FRATERNITE	27590			Pîtres	27	23	2218	
27467	BIBLIOTHEQUE MUNICIPALE			Quai	François Mitterrand		Quai François Mitterrand	27500			Pont-Audemer	27	23	8965	
27493	BIBLIOTHEQUE MUNICIPALE		76	rue	Saint Georges		76 rue Saint Georges	27610			Romilly-sur-Andelle	27	23	2679	
27507	BIBLIOTHEQUE MUNICIPALE			PLACE	GAMBETTA		PLACE GAMBETTA	27220			Saint-André-de-l'Eure	27	23	3471	
27593	BIBLIOTHEQUE MUNICIPALE			Route	De Brionne		Route De Brionne	27370			Saint-Pierre-des-Fleurs	27	23	1298	
27602	BIBLIOTHEQUE ASSOCIATIVE	AEP LE SENTIER	10	RUE	LEO LAGRANGE		10 RUE LEO LAGRANGE	27180		BP 124	Saint-Sébastien-de-Morsent	27	23	4685	
27622	MEDIATHEQUE MUNICIPALE			RUE	DE NORMANDIE		RUE DE NORMANDIE	27470			Serquigny	27	23	2196	
27665	BIBLIOTHEQUE MUNICIPALE	ARMAND SALACROU			LE BOURG		LE BOURG	27680			Trouville-la-Haule	27	23	757	
27679	BIBLIOTHEQUE MUNICIPALE	JEROME CARCOPINO	620	RUE	DE LA MADELEINE		620 RUE DE LA MADELEINE	27130			Verneuil-sur-Avre	27	23	6981	
27681	Réseau des bibliothèques de la CAPE		12	Avenue	Victor Hugo	Espace Philippe Auguste	12 Avenue Victor Hugo	27200			Vernon	27	23	60180	
27700	BIBLIOTHEQUE MUNICIPALE		19	RUE	DU MOUCHELLE		19 RUE DU MOUCHELLE	27370			Vraiville	27	23	578	
27701	MEDIATHEQUE MUNICIPALE	LE CORBUSIER	88	RUE	GRANDE		88 RUE GRANDE	27100			Val-de-Reuil	27	23	13933	
28007	BIBLIOTHEQUE MUNICIPALE	L'ATELIER			PASSAGE LEMAITRE		PASSAGE LEMAITRE	28260			Anet	28	24	2743	
28015	MEDIATHEQUE MUNICIPALE	DESIRE KLEIN	2/4	PLACE	DU MARCHE		2/4 PLACE DU MARCHE	28700			Auneau	28	24	4147	
28036	BIBLIOTHEQUE MUNICIPALE		2	rue	du pont	MAIRIE	2 rue du pont	28260	FRANCE		Berchères-sur-Vesgre	28	24	862	
28039	BIBLIOTHEQUE MUNICIPALE	JACQUELINE CORNET	8	RUE	DU FOUR A PAIN		8 RUE DU FOUR A PAIN	28700			Béville-le-Comte	28	24	1470	
28051	BIBLIOTHEQUE MUNICIPALE		19	RUE	SAINT ROCH	MAIRIE	19 RUE SAINT ROCH	28800			Bonneval	28	24	4514	
28059	BIBLIOTHEQUE MUNICIPALE		1	ROUTE	DE NONANCOURT		1 ROUTE DE NONANCOURT	28270			Brezolles	28	24	1699	
28064	BIBLIOTHEQUE MUNICIPALE			PLACE	DES HALLES		PLACE DES HALLES	28410			Bû	28	24	1861	
28085	BIBLIOTHEQUE MUNICIPALE		1	BD	MAURICE VIOLLETTE	MEDIATHEQUE L'APOSTROPHE	1 BD MAURICE VIOLLETTE	28019	CEDEX		Chartres	28	24	40714	
28088	MEDIATHEQUE MUNICIPALE		36	BOULEVARD	GRINDELLE		36 BOULEVARD GRINDELLE	28200			Châteaudun	28	24	14339	
28089	BIBLIOTHEQUE MUNICIPALE CHATEAUNEUF EN THYMERAIS		2  RUE	HUBERT LATHAM		MAIRIE	2  RUE HUBERT LATHAM	28170			Châteauneuf-en-Thymerais	28	24	2591	
28103	BIBLIOTHEQUE MUNICIPALE		40	RUE	JEAN CHAUVEAU		40 RUE JEAN CHAUVEAU	28220			Cloyes-sur-le-Loir	28	24	2731	
28110	BIBLIOTHEQUE MUNICIPALE		13	RUE	DE L'ANCIENNE MAIRIE	"""MAISON DES ASSOCIATIONS"""	13 RUE DE L'ANCIENNE MAIRIE	28630			Le Coudray	28	24	3964	
28116	BIBLIOTHEQUE MUNICIPALE			RUE	DU 19 MARS 1962		RUE DU 19 MARS 1962	28190			Courville-sur-Eure	28	24	2798	
28134	MEDIATHEQUE	L'ODYSSEE	1	PLACE	MESIRARD		1 PLACE MESIRARD	28100			Dreux	28	24	56205	
28168	BIBLIOTHEQUE MUNICIPALE		2	RUE	DE LA HERSE		2 RUE DE LA HERSE	28320			Gallardon	28	24	3505	
28196	MEDIATHEQUE INTERCOMMUNALE DU PAYS DE COMBRAY		6	AVENUE	DES GLORIETTES		6 AVENUE DES GLORIETTES	28120			Illiers-Combray	28	24	3298	
28199	BIBLIOTHEQUE MUNICIPALE		15	PLACE	DU MARTROI		15 PLACE DU MARTROI	28310			Janville	28	24	1834	
28209	BIBLIOTHEQUE MUNICIPALE		41	AVENUE	DE LA PAIX		41 AVENUE DE LA PAIX	28300			Lèves	28	24	5025	
28214	BIBLIOTHEQUE MUNICIPALE			SQUARE	PFALZGRAFENWEILER		SQUARE PFALZGRAFENWEILER	28240			La Loupe	28	24	3624	
28218	BIBLIOTHEQUE MUNICIPALE	GEORGE SAND	6	RUE	PASTEUR		6 RUE PASTEUR	28110			Lucé	28	24	16051	
28220	MEDIATHEQUE MUNICIPALE DE LUISANT		99	AVENUE	MAURICE MAUNOURY	ESPACE LA PLEIADE	99 AVENUE MAURICE MAUNOURY	28600			Luisant	28	24	7150	
28223	Bibliothèque Municipale		2			Grande rue	2	28500			Luray	28	24	1532	
28227	BIBLIOTHEQUES MUNICIPALES		27 BIS	RUE	COLIN D'HARLEVILLE	MAISON TAILLEUR	27 BIS RUE COLIN D'HARLEVILLE	28130			Maintenon	28	24	4559	
28229	BIBLIOTHEQUE MUNICIPALE		131	AVENUE	DE LA RESISTANCE		131 AVENUE DE LA RESISTANCE	28300			Mainvilliers	28	24	10582	
28280	BIBLIOTHEQUE MUNICIPALE		74	RUE	GOUVERNEUR		74 RUE GOUVERNEUR	28400		BP 165	NOGENT-LE-ROTROU	28	24	11648	
28287	BIBLIOTHEQUE MUNICIPALE	"""LES AMIS DU LIVRE"""	2	rue	des Ecoles	"ASSOCIATION ""LES AMIS DU LIVRE"""	2 rue des Ecoles	28140			Orgères-en-Beauce	28	24	1108	
28348	BIBLIOTHEQUE MUNICIPALE					HOTEL DE VILLE		28350		BP 35	Saint-Lubin-des-Joncherets	28	24	4096	
28358	BIBLIOTHEQUE MUNICIPALE		78	RUE	DE LA REPUBLIQUE	MAIRIE DE SAINT-PREST	78 RUE DE LA REPUBLIQUE	28300			Saint-Prest	28	24	2214	
28359	BIBLIOTHEQUE MUNICIPALE			PLACE	DE L'EGLISE		PLACE DE L'EGLISE	28380			Saint-Rémy-sur-Avre	28	24	3687	
28373	BIBLIOTHEQUE MUNICIPALE					MAIRIE		28250			Senonches	28	24	3285	
28391	BIBLIOTHEQUE MUNICIPALE	OCTAVIE	4	RUE	DES SENTINELLES		4 RUE DES SENTINELLES	28310			TOURY	28	24	2647	
28398	RESEAU DES BIBLIOTHEQUES CDC DU PERCHE GOUET		3	RUE	FELIX LEJARS		3 RUE FELIX LEJARS	28160			Unverre	28	24	11276	
28404	BIBLIOTHEQUE MUNICIPALE	JACQUES BREL	2	CHEMIN	DE VOLHARD		2 CHEMIN DE VOLHARD	28500			VERNOUILLET	28	24	11963	
28415	BIBLIOTHEQUE MUNICIPALE		1	PLACE	CHARLES DE GAULLE		1 PLACE CHARLES DE GAULLE	28210			Villemeux-sur-Eure	28	24	1646	
28422	BIBLIOTHEQUE MUNICIPALE		24	RUE	DU VOISIN		24 RUE DU VOISIN	28150			Voves	28	24	2970	
29001	Bibliothèque municipale Julien-Gracq					Ancien presbytère		29560			Argol	29	53	846	
29002	1	BIBLIOTHEQUE  MUNICIPALE  LE  GRAND  CHENE				le bourg		29300			Arzano	29	53	1450	
29003	1	AU  PLAISIR  DE  LIRE	9	RUE	LAMARTINE		9 RUE LAMARTINE	29770			Audierne	29	53	2372	
29004	BIBLIOTHEQUE MUNICIPALE		3	RUE	DE LA FARANDOLE		3 RUE DE LA FARANDOLE	29380			Bannalec	29	53	5391	
29005	1	BIBLIOTHEQUE  MUNICIPALE		RUE	JEAN-MARIE  CARER		RUE JEAN-MARIE  CARER	29300			Baye	29	53	1149	
29006	1	BIBLIOTHEQUE  MUNICIPALE	29	AVENUE	DE  LA  MER	Espace Boissel	29 AVENUE DE  LA  MER	29950			Bénodet	29	53	3297	
29010	1	BIBLIOTHEQUE  LECTURE  POUR  TOUS	10	RUE	NOTRE  DAME		10 RUE NOTRE  DAME	29400			Bodilis	29	53	1568	
29011	BIBLIOTHEQUE MUNICIPALE	LES FEUILLANTINES			KERNEVEZ		KERNEVEZ	29820			Bohars	29	53	3395	
29014	BIBLIOTHEQUE MUNICIPALE				BOURG		BOURG	29650			Botsorhel	29	53	484	
29015	1	MEDIATHEQUE  MUNICIPALE		PLACE	CHAPALAIN	MAIRIE	PLACE CHAPALAIN	29860			Bourg-Blanc	29	53	3335	
29016	BIBLIOTHEQUE ASSOCIATIVE					HOTEL DE VILLE		29190			Brasparts	29	53	1074	
29017	BIBLIOTHEQUE MUNICIPALE		28	RUE	ABER ILDUT	MAIRIE	28 RUE ABER ILDUT	29810			Brélès	29	53	844	
29019	bibliothèque d'étude		22	rue	Traverse		22 rue Traverse	29200			Brest	29	53	146143	
29020	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE	46	RUE	DE LA BOISSIERE	CENTRE CULTUREL	46 RUE DE LA BOISSIERE	29510			Briec	29	53	5366	
29021	Mairie	BIBLIOTHEQUE  MUNICIPALE  DE  PONTUSVAL		RUE  DE	L'EGLISE		RUE  DE L'EGLISE	29890			Brignogan-Plage	29	53	867	
29022	1	BIBLIOTHEQUE  MUNICIPALE  SAINT-POL-ROUX		RUE	DE  LA  VICTOIRE	0	RUE DE  LA  VICTOIRE	29570			Camaret-sur-Mer	29	53	2641	
29023	1	BIBLIOTHEQUE  MUNICIPALE	4	RUE	PASTEUR	MAIRIE	4 RUE PASTEUR	29660			Carantec	29	53	3457	
29024	1	BIBLIOTHEQUE  MUNICIPALE	40	RUE	DES  MARTYRS	ESPACE DU CHATEAU ROUGE	40 RUE DES  MARTYRS	29270			Carhaix-Plouguer	29	53	8156	
29026	BIBLIOTHEQUE MUNICIPALE	PERRINE DE GRISSAC	7	QUAI	ROBERT ALBA		7 QUAI ROBERT ALBA	29150			Châteaulin	29	53	5785	
29027	BIBLIOTHEQUE MUNICIPALE		1 bis	RUE	JEAN BERTHELEME	CENTRE CULTUREL JEF LE PENVEN	1 bis RUE JEAN BERTHELEME	29520			Châteauneuf-du-Faou	29	53	3819	
29028	1	BIBLIOTHEQUE  MUNICIPALE  DE  CLEDEN  CAP  SIZUN	104	RUE	DE  LA  VILLE  D  YS		104 RUE DE  LA  VILLE  D  YS	29770			Cléden-Cap-Sizun	29	53	1008	
29030	1	BIBLIOTHEQUE  MUNICIPALE		PLACE	CHARLES  DE  GAULLE		PLACE CHARLES  DE  GAULLE	29233			Cléder	29	53	3904	
29032	Bibliothèque de Clohars Fouesnant					bourg		29550			Clohars-Fouesnant	29	53	2178	
29035	1	BIBLIOTHEQUE  MUNICIPALE		PLACE	DE  ROHAN		PLACE DE  ROHAN	29870			Coat-Méal	29	53	991	
29037	1	MEDIATHEQUE	2	RUE	DU  STADE		2 RUE DU  STADE	29120			Combrit	29	53	3586	
29038	1	BIBLIOTHEQUE  MUNICIPALE		PLACE	DU  CHAMP  DE  FOIRE		PLACE DU  CHAMP  DE  FOIRE	29450			Commana	29	53	1095	
29039	BIBLIOTHEQUE MUNICIPALE			PLACE	DE L'HOTEL DE VILLE	BP 238	PLACE DE L'HOTEL DE VILLE	29900	29182		Concarneau	29	53	20796	
29041	1	BIBLIOTHEQUE  MUNICIPALE				PORS  CLOS		29370			Coray	29	53	1840	
29042	BIBLIOTHEQUE MUNICIPALE	HENRI QUEFFELEC		PLACE	DE LA GARE		PLACE DE LA GARE	29160			Crozon	29	53	7926	
29044	1	BIBLIOTHEQUE  MUNICIPALE  DE  DINEAULT						29150			Dinéault	29	53	1797	
29045	1	"BIBLIOTHEQUE  DE  DIRINON  ""A  LA  DECOUVERTE  DE  LA  LECTU"	4	RUE	DE  L'EGLISE	0	4 RUE DE  L'EGLISE	29460			Dirinon	29	53	2554	
29046	MEDIATHEQUE MUNICIPALE GEORGES PERROS			PLACE	DE L'ENFER		PLACE DE L'ENFER	29100			Douarnenez	29	53	15642	
29047	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE	1	RUE	DU STADE	ESPACE DES CHATAIGNIERS	1 RUE DU STADE	29860			Le Drennec	29	53	1807	
29048	1	BIBLIOTHEQUE  MUNICIPALE	1	ROUTE  de	TY  FLEHAN	espace André Angot	1 ROUTE  de TY  FLEHAN	29510			Edern	29	53	2155	
29049	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE  POUR  TOUS	4	RUE	BRIZEUX		4 RUE BRIZEUX	29370			Elliant	29	53	3388	
29052	"Association ""Lecture et loisirs"""					Rue Laënnec		29770			Esquibien	29	53	1646	
29053	1	BIBLIOTHEQUE  MUNICIPALE NATHALIE LE MEL		ROUTE	DE  TERENEZ	0	ROUTE DE  TERENEZ	29590			Le  Faou	29	53	1822	
29054	1	BIBLIOTHEQUE  MUNICIPALE		HENT	MENEZ  ARE		HENT MENEZ  ARE	29690			La Feuillée	29	53	685	
29055	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE  LE  FOLGOET	4	PLACE	TY AN HOLL		4 PLACE TY AN HOLL	29260			Le Folgoët	29	53	3101	
29056	Bibliotheque municipale La Forest Landerneau		Bourg			Mairie	Bourg	29800			La Forest-Landerneau	29	53	1831	
29057	BIBLIOTHEQUE  MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE	2	RUE	DES  CERISIERS	LE  NAUTILE	2 RUE DES  CERISIERS	29940			La Forêt-Fouesnant	29	53	3365	
29058	MEDIATHEQUE DE FOUESNANT		1	RUE	DES ILES	L'ARCHIPEL	1 RUE DES ILES	29170			Fouesnant	29	53	10002	
29059	BIBLIOTHEQUE DE GARLAN					Mairie		29610			Garlan	29	53	977	
29060	1	BIBLIOTHEQUE  MUNICIPALE			HENT  REUNIOU		HENT  REUNIOU	29950			Gouesnach	29	53	2587	
29061	MEDIATHEQUE  DE  GOUESNOU	MEDIATHEQUE  DE  GOUESNOU	4	RUE	DE LA GARE		RUE DE LA GARE	29850			Gouesnou	29	53	6526	
29063	1	BIBLIOTHEQUE  MUNICIPALE		BOURG		MAIRIE	BOURG	29770			Goulien	29	53	429	
29067	1	BIBLIOTHEQUE  MUNICIPALE		PLACE	DU  MARTRAY		PLACE DU  MARTRAY	29650			Guerlesquin	29	53	1423	
29068	BIBLIOTHEQUE MUNICIPALE			PLACE DE L'EGLISE	DE L'EGLISE		PLACE DE L'EGLISE	29410			Guiclan	29	53	2206	
29069	MEDIATHEQUE MUNICIPALE	MEDIATHEQUE  MUNICIPALE	16	RUE	CHARLES DE GAULLE		16 RUE CHARLES DE GAULLE	29820			Guilers	29	53	7533	
29071	BIBLIOTHEQUE MUNICIPALE	MARIE PELLAN		PLACE	DE L'EGLISE		PLACE DE L'EGLISE	29300			Guilligomarc'h	29	53	692	
29072	1	BIBLIOTHEQUE  MUNICIPALE		RUE	JACQUES  DE  THEZAC	ABRI  DU  MARIN	RUE JACQUES  DE  THEZAC	29730			Guilvinec	29	53	3086	
29073	Mairie de Guimaëc	BIBLIOTHEQUE  HENRI  ANGER	1	PLASENN	AN  ILIZ		1 PLASENN AN  ILIZ	29620			Guimaëc	29	53	968	
29074	1	BIBLIOTHEQUE  GUIMILIAU				ROUTE DE KEREHEL		29400			Guimiliau	29	53	974	
29077	1	BIBLIOTHEQUE  MUNICIPALE		RUE	DU  CHANOINE  RANNOU		RUE DU  CHANOINE  RANNOU	29880			Guissény	29	53	1923	
29078	Bibliothèque municipale de Hanvec		1	place Armand Herry			1 place Armand Herry	29460			Hanvec	29	53	2003	
29079	BIBLIOTHEQUE MUNICIPALE					MAIRIE de HENVIC		29670			Henvic	29	53	1350	
29081	Bibliothèque municipale de Huelgoat	Municipalité de Huelgoat			PLACE  ALFONSE  PENVEN	mairie	PLACE  ALFONSE  PENVEN	29690			Huelgoat	29	53	1625	
29084	BIBLIOTHEQUE  COMMUNALE	BIBLIOTHEQUE  COMMUNALE				LE  BOURG		29259			Ile-Molène	29	53	218	
29085	1	BIBLIOTHEQUE		RUE	DE  LA  MAIRIE		RUE DE  LA  MAIRIE	29980			Ile-Tudy	29	53	719	
29086	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE	10	PLACE	DE  L'EGLISE		10 PLACE DE  L'EGLISE	29460			Irvillac	29	53	1347	
29090	1	BIBLIOTHEQUE  MUNICIPALE		RUE	DE  L  EGLISE		RUE DE  L  EGLISE	29100			Kerlaz	29	53	852	
29091	BIBLIOTHEQUE MUNICIPALE	TY AL LEOR	2	RUE	ARVOR		2 RUE ARVOR	29890			Kerlouan	29	53	2320	
29093	1	BIBLIOTHEQUE  LES  AMIS  DU  LIVRE	1	RUE	DE  L'IF		1 RUE DE  L'IF	29260			Kernilis	29	53	1303	
29094	Bibliothèque municipale - Les Amis du livre		1	route	dela Côte des Légendes		1 route dela Côte des Légendes	29260			Kernouës	29	53	717	
29095	1	BIBLIOTHEQUE  MUNICIPALE				COMPLEXE  FELIX  GUEGUEN		29860			Kersaint-Plabennec	29	53	1294	
29097	1	BIBLIOTHEQUE  MEDIATHEQUE	6	PLACE	DU  VILLERS		6 PLACE DU  VILLERS	29400			Lampaul-Guimiliau	29	53	2095	
29098	1	BILIOTHEQUE  MUNICIPALE		RUE	DU  GOUEROU		RUE DU  GOUEROU	29810			Lampaul-Plouarzel	29	53	2099	
29099	1	FOYER  RURAL  DE  LAMPAUL-PLOUDALMEZEAU  SECTION  BIBLIOTHEQ				KERVIZIN		29830			Lampaul-Ploudalmézeau	29	53	741	
29101	BIBLIOTHEQUE MUNICIPALE	PLAISIR DE LIRE	21	RUE DE LA mAIRIE		MAIRIE	21 RUE DE LA mAIRIE	29870			Landéda	29	53	3734	
29102	1	BIBLIOTHEQUE  MUNICIPALE	3	PLACE	DE  LA  MAIRIE		3 PLACE DE  LA  MAIRIE	29530			Landeleau	29	53	1052	
29103	MEDIATHEQUE MUNICIPALE	PER JAKEZ HELIAS		ROUTE	DE LA PETITE PALUD		ROUTE DE LA PETITE PALUD	29800			Landerneau	29	53	15642	
29104	1	BIBLIOTHEQUE  COMMUNALE				MAIRIE		29560			Landévennec	29	53	365	
29105	BIBLIOTHEQUE MUNICIPALE	XAVIER GRALL	14	RUE	DU GENERAL DE GAULLE	RESIDENCE TIVIZIO	14 RUE DU GENERAL DE GAULLE	29400			Landivisiau	29	53	9301	
29106	1	BIBLIOTHEQUE		VENELLE	DU  FOUR  A  PAIN		VENELLE DU  FOUR  A  PAIN	29510			Landrévarzec	29	53	1644	
29109	1	BIBLIOTHEQUE  MUNICIPALE  DE  LANDUNVEZ	3	PLACE	DE  L'EGLISE	0	3 PLACE DE  L'EGLISE	29840			Landunvez	29	53	1397	
29110	1	BIBLIOTHEQUE  MUNICIPALE		RUE	DE  LA  CROIX  ROUGE		RUE DE  LA  CROIX  ROUGE	29510			Langolen	29	53	841	
29111	1	BIBLIOTHEQUE  MUNICIPALE	55	RUE	DU  STADE		55 RUE DU  STADE	29430			Lanhouarneau	29	53	1121	
29112	1	BIBLIOTHEQUE  MUNICIPALE  DE  LANILDUT	18	ROUTE	DE  L'ABER  ILDUT		18 ROUTE DE  L'ABER  ILDUT	29840			Lanildut	29	53	966	
29113	Bibliothèque du Foyer Rural	BIBLIOTHEQUE  DE  LANMEUR	rue	19 mars 1962	STEREDEN	Salle Steredenn	rue 19 mars 1962	29620			Lanmeur	29	53	2223	
29117	BIBLIOTHEQUE MUNICIPALE	BIBLIOTHEQUE  MUNICIPALE  DE  LANNILIS	5	ALLEE	VERTE		5 ALLEE VERTE	29870			Lannilis	29	53	5189	
29119	1	BIBLIOTHEQUE  MUNICIPALE  JACQUES  PREVERT		RUE	DE  LA  MAIRIE	0	RUE DE  LA  MAIRIE	29290			Lanrivoaré	29	53	1410	
29120	1	BIBLIOTHEQUE  MUNICIPALE	4	RUE	DE  TAL-AR-GROAS	MAIRIE	4 RUE DE  TAL-AR-GROAS	29160			Lanvéoc	29	53	2259	
29124	MEDIATHEQUE MUNICIPALE LE VILAREN	LE VILAREN	BP  89	RUE	DIXMUDE	LE  VILAREN	BP  89 RUE DIXMUDE	29260			Lesneven	29	53	7305	
29130	BIBLIOTHEQUE MUNICIPALE				KERALAURENT		KERALAURENT	29280			Locmaria-Plouzané	29	53	4978	
29131	1	BIBLIOTHEQUE  MUNICIPALE	3	ROUTE	DU  MENEZ		3 ROUTE DU  MENEZ	29400			Locmélar	29	53	446	
29134	1	BIBLIOTHEQUE  ASSOCIATIVE		PLACE	DE  LA  MAIRIE		PLACE DE  LA  MAIRIE	29180			Locronan	29	53	838	
29135	1	BIBLIOTHEQUE  MUNICIPALE	71	RUE	SEBASTIEN GUIZIOU		71 RUE SEBASTIEN GUIZIOU	29750			Loctudy	29	53	4270	
29136	1	BIBLIOTHEQUE  MUNICIPALE		rue	de  l'ellé		rue de  l'ellé	29310			Locunolé	29	53	1059	
29137	1	BIBLIOTHEQUE  MUNICIPALE	9	RUE	AR  MOR	0	9 RUE AR  MOR	29460			Logonna-Daoulas	29	53	2117	
29140	BIBLIOTHEQUE MUNICIPALE DE LOPERHET	BIBLIOTHEQUE  MUNICIPALE	12	RUE	DE  L'EGLISE	STEREDENN	12 RUE DE  L'EGLISE	29470			Loperhet	29	53	3679	
29143	BIBLIOTHEQUE MUNICIPALE				BOURG		BOURG	29790			Mahalon	29	53	903	
29144	BIBLIOTHEQUE MUNICIPALE		4	ROUTE	DE PLOUDIRY		4 ROUTE DE PLOUDIRY	29800			La Martyre	29	53	778	
