insee	libelle1	libelle2	voie_num	voie_type	voie_nom	local	voie	CPBIBLIO	CEDEXB	BP	ville	DEPT	REGION	population_legale	
24508	Bibliothèque	0	Place Paul			Mairie	Place Paul	24350			Saint-Victor	24	72	200	
24509	Bibliothèque			Place	Marché aux bœufs	Mairie	Place Marché aux bœufs	24190			Saint-Vincent-de-Connezac	24	72	538	
24511	Mairie	0				Le bourg		24410			Saint-Vincent-Jalmoutiers	24	72	257	
24513	Bibliothèque	0				Mairie		24420			Saint-Vincent-sur-l'Isle	24	72	257	
24514	Bibliothèque	Ecole publique				Le bourg		24230			Saint-Vivien	24	72	296	
24516	Mairie	Le bourg	1			0	1	24590			Salignac-Eyvigues	24	72	1199	
24520	BIBLIOTHEQUE INTERCOMMUNALE SARLAT PERIGORD NOIR	Centrale de SARLAT	32	rue	de la République		32 rue de la République	24200			Sarlat-la-Canéda	24	72	13312	
24521	Bibliothèque municipale	0		Avenue	de l'Isle	0	Avenue de l'Isle	24420			Sarliac-sur-l'Isle	24	72	1046	
24523	Mairie	0				Le bourg		24240			Saussignac	24	72	416	
24527	Bibliothèque municipale	0				Avenue Sylvain Bondas		24420			Savignac-les-Eglises	24	72	1000	
24529	Bibliothèque intercommunale des Hauts de Dronne	0				Le bourg		24600			Segonzac	24	72	948	
24534	Bibliothèque municipale	0	6	route	d'Uffer	0	6 route d'Uffer	24240			Sigoulès	24	72	1001	
24535	Bibliothèque	0				Le bourg		24370			Simeyrols	24	72	234	
24536	Bibliothèque					Ecole		24500			Singleyrac	24	72	310	
24538	Bibliothèque	0				Le bourg		24170			Siorac-en-Périgord	24	72	1029	
24540	Bibliothèque	0				Place de la poste		24420			Sorges	24	72	1285	
24547	MEDIATHEQUE MUNICIPALE		8	AVENUE	DU DOCTEUR DUPART		8 AVENUE DU DOCTEUR DUPART	24120			Terrasson-Lavilledieu	24	72	6335	
24550	Centre social et culturel Thenon. Causses et Vézère	0	5	Place	Montaigne	0	5 Place Montaigne	24210			Thenon	24	72	1318	
24551	Bibliothèque municipale	0		rue	Gabriel Peri	0	rue Gabriel Peri	24800			Thiviers	24	72	3383	
24553	Bibliothèque du Val de Dronne	0				6 Place Saint-Apre		24350			Tocane-Saint-Apre	24	72	1666	
24557	Médiathèque municipale de Trelissac	0	109	Avenue	Michel Grandou	0	109 Avenue Michel Grandou	24750			Trélissac	24	72	7090	
24558	Mairie	0				0		24510			Trémolat	24	72	650	
24565	Agence postale communale	0				Le bourg		24360			Varaignes	24	72	422	
24568	Bibliothèque Municipale	0				Le bourg		24230			Vélines	24	72	1164	
24571	Bibliothèque municipale	0	3	Place	Charles Mangold	0	3 Place Charles Mangold	24380			Vergt	24	72	1789	
24573	BIBLIOTHEQUE INTERCOMMUNALE DU VERTEILLACOIS	MTR de VERTEILLAC				Avenue d'Aquitaine		24320			Verteillac	24	72	3904	
24575	nc	nc	nc	nc	nc	nc	nc nc nc	24250	nc		Veyrines-de-Domme	24	72	248	
24579	Bibliothèque	Mairie				Le bourg		24340			Vieux-Mareuil	24	72	345	
24580	Mairie	Le bourg				0		24120			Villac	24	72	237	
24581	Bibliothèque	Mairie				Avenue Edouard Dupuy		24410			Villamblard	24	72	904	
24584	Bibliothèque	0	Avenue	Docteur	Deysemeries	0	Avenue Docteur Deysemeries	24610			Villefranche-de-Lonchat	24	72	908	
24585	Bibliothèque	0				Mairie		24550			Villefranche-du-Périgord	24	72	782	
24586	Mairie	0				Le bourg		24600			Villetoureix	24	72	900	
25004	BIBLIOTHEQUE MUNICIPALE		2	RUE	DE LA TUILERIE		2 RUE DE LA TUILERIE	25310			Abbévillers	25	43	1054	
25015	BIBLIOTHEQUE INTERCOMMUNALE	BIB'ALL	13	RUE	DU FOUR	MAIRIE	13 RUE DU FOUR	25330			Amancey	25	43	3882	
25021	BIBLIOTHEQUE MUNICIPALE				GRANDE RUE		GRANDE RUE	25610			Arc-et-Senans	25	43	1490	
25031	BIBLIOTHEQUE MUNICIPALE	JANUSZ KORCZAK			LIBERTES DE L'HOMME	ESPLANADE DES DROITS ET LIBERTES DE L'HOMME	LIBERTES DE L'HOMME	25400			Audincourt	25	43	14844	
25034	BIBLIOTHEQUE MUNICIPALE			RUE	DU STADE	SALLE DES FETES	RUE DU STADE	25870			Auxon-Dessous	25	43	1196	
25035	BIBLIOTHEQUE MUNICIPALE			PLACE	DE LA MAIRIE	HOTEL DE VILLE	PLACE DE LA MAIRIE	25870			Auxon-Dessus	25	43	1147	
25043	BIBLIOTHEQUE MUNICIPALE		75	RUE	DU GENERAL DE GAULLE		75 RUE DU GENERAL DE GAULLE	25420			Bart	25	43	1980	
25047	MEDIATHEQUE MUNICIPALE	JEAN GROSJEAN	1	PLACE DE LA LOI	ENTRÉE AU 1 RUE FAIVRE D'ESNANS		1 PLACE DE LA LOI ENTRÉE AU 1 RUE FAIVRE D'ESNANS	25110			Baume-les-Dames	25	43	5427	
25056	médiathèque Pierre Bayle		27	rue	de la République		27 rue de la République	25000			Besançon	25	43	121671	
25057	BIBLIOTHEQUE MUNICIPALE	JEAN MACE	52	Rue de	Grand-Charmont		52 Rue de Grand-Charmont	25200			Bethoncourt	25	43	6119	
25058	BIBLIOTHEQUE MUNICIPALE			RUE	DE LA REPUBLIQUE	SALLE GIGON	RUE DE LA REPUBLIQUE	25720			Beure	25	43	1407	
25112	BIBLIOTHEQUE MUNICIPALE			RUE	DES CLOS		RUE DES CLOS	25220			Chalezeule	25	43	1148	
25136	BIBLIOTHEQUE MUNICIPALE		33		GRANDE RUE	MAIRIE	33   GRANDE RUE	25170			Chaucenne	25	43	540	
25147	BIBLIOTHEQUE MUNICIPALE		4	CHEMIN	DES LAVES		4 CHEMIN DES LAVES	25320			Chemaudin	25	43	1461	
25195	BIBLIOTHEQUE MUNICIPALE		6BIS	RUE	DES FINS		6BIS RUE DES FINS	25410			Dannemarie-sur-Crète	25	43	1607	
25212	BIBLIOTHEQUE MUNICIPALE					RUE DE FRANCHE COMTE		25480			Ecole-Valentin	25	43	2362	
25230	MEDIATHEQUE MUNICIPALE		16	RUE	DU CROISSANT		16 RUE DU CROISSANT	25400			Exincourt	25	43	3273	
25237	BIBLIOTHEQUE MUNICIPALE							25490			Fesches-le-Châtel	25	43	2271	
25254	BIBLIOTHEQUE MUNICIPALE		38		GRANDE RUE	ancienne cure	38   GRANDE RUE	25300			Les Fourgs	25	43	1213	
25287	BIBLIOTHEQUE MUNICIPALE		1	RUE	DE LA MAIRIE		1 RUE DE LA MAIRIE	25320			Grandfontaine	25	43	1464	
25304	BIBLIOTHEQUE MUNICIPALE		5	RUE	PIERRE PEUGEOT		5 RUE PIERRE PEUGEOT	25310			Hérimoncourt	25	43	3973	
25315	BIBLIOTHEQUE MUNICIPALE		20	RUE	BOURLIER		20 RUE BOURLIER	25250			L'Isle-sur-le-Doubs	25	43	3312	
25318	BIBLIOTHEQUE MUNICIPALE		1	RUE	DE L'EGLISE		1 RUE DE L'EGLISE	25370			Jougne	25	43	1413	
25334	BIBLIOTHEQUE MUNICIPALE				HALLES DE LA MAIRIE		HALLES DE LA MAIRIE	25270			Levier	25	43	2159	
25356	BIBLIOTHEQUE MUNICIPALE					CHATEAU DU DESERT		25120			Maîche	25	43	4292	
25388	MEDIATHEQUE MUNICIPALE	BP 95287				Centre des Alliés		25205	CEDEX	BP 95287	Montbéliard	25	43	26827	
25397	BIBLIOTHEQUE MUNICIPALE		1	PLACE	DES ANCIENS COMBATTANTS		1 PLACE DES ANCIENS COMBATTANTS	25320			Montferrand-le-Château	25	43	2222	
25405	BIBLIOTHEQUE MUNICIPALE		1	RUE	DU COMICE		1 RUE DU COMICE	25160			Montperreux	25	43	799	
25411	BIBLIOTHEQUE MUNICIPALE		6	RUE	BARRAL		6 RUE BARRAL	25500			Morteau	25	43	6824	
25432	BIBLIOTHEQUE MUNICIPALE DU VAL	DU VAL	1	PLACE	SAINT-PIERRE		1 PLACE SAINT-PIERRE	25390			Orchamps-Vennes	25	43	1872	
25434	BIBLIOTHEQUE MUNICIPALE		26	RUE	SAINT-LAURENT		26 RUE SAINT-LAURENT	25290			Ornans	25	43	4235	
25442	BIBLIOTHEQUE MUNICIPALE		21		rue des écoles	BATIMENT SCOLAIRE	21   rue des écoles	25160			Oye-et-Pallet	25	43	701	
25453	BIBLIOTHEQUE MUNICIPALE	AUX CONTES DE SAGEY	17	RUE	DU VAL		17 RUE DU VAL	25510			PIERREFONTAINE LES VARANS	25	43	1340	
25462	MEDIATHEQUE MUNICIPALE		69	RUE	DE LA REPUBLIQUE		69 RUE DE LA REPUBLIQUE	25304	CEDEX		Pontarlier	25	43	19450	
25467	BIBLIOTHEQUE MUNICIPALE		2	RUE	DE L'ECOLE	GROUPE SCOLAIRE PRIMAIRE	2 RUE DE L'ECOLE	25115			Pouilley-les-Vignes	25	43	1932	
25475	BIBLIOTHEQUE INTERCOMMUNALE	DU PAYS DE QUINGEY		PLACE	SAINT-MARTIN		PLACE SAINT-MARTIN	25440			Quingey	25	43	1291	
25495	BIBLIOTHEQUE MUNICIPALE	Les AccRoche-livres	5 bis	rue	des Ecoles		5 bis rue des Ecoles	25220			Roche-lez-Beaupré	25	43	2099	
25508	BIBLIOTHEQUE MUNICIPALE	CENTRE CULTUREL		PLACE	DU SOUVENIR FRANCAIS	GRANDE RUE	PLACE DU SOUVENIR FRANCAIS	25640			Roulans	25	43	1090	
25512	BIBLIOTHEQUE MUNICIPALE		1	PLACE	PARRENIN		1 PLACE PARRENIN	25210			Le Russey	25	43	2115	
25527	MEDIATHEQUE MUNICIPALE LES MOTS PASSANTS		24	RUE	CHARLES DE GAULLE		24 RUE CHARLES DE GAULLE	25410			Saint-Vit	25	43	4718	
25532	BIBLIOTHEQUE DE L'OUTO		2	rue	de l'étoile	MAIRIE	2 rue de l'étoile	25660			Saône	25	43	3265	
25539	MEDIATHEQUE MUNICIPALE	ALICE BONAME	72	AVENUE	DU GENERAL LECLERC	Centre culturel Cyprien Foresti	72 AVENUE DU GENERAL LECLERC	25230			SELONCOURT	25	43	6116	
25542	BIBLIOTHEQUE MUNICIPALE		1	RUE	DE NOZIERES	CENTRE CULTUREL SPORTIF ET DE LOISIRS	1 RUE DE NOZIERES	25770			Serre-les-Sapins	25	43	1588	
25547	BIBLIOTHEQUE MUNICIPALE					CITE ADMINISTRATIVE		25603	CEDEX	BP 73089	Sochaux	25	43	4274	
25560	BIBLIOTHEQUE MUNICIPALE		8	RUE	DE BESANCON		8 RUE DE BESANCON	25220			Thise	25	43	3295	
25578	BIBLIOTHEQUE MUNICIPALE	LA FEE AUX MIETTES		PLACE	DU GENERAL DE GAULLE		PLACE DU GENERAL DE GAULLE	25800			Valdahon	25	43	4910	
25580	BIBLIOTHEQUE MUNICIPALE		RUE	ETIENNE OEHMICHEN			RUE ETIENNE OEHMICHEN	25700			Valentigney	25	43	11740	
25614	BIBLIOTHEQUE MUNICIPALE		20	RUE	BROGNARD		20 RUE BROGNARD	25600			Vieux-Charmont	25	43	2539	
25632	MEDIATHEQUE			RUE	Rue du 152 R.I	Site Les Fontaines	RUE Rue du 152 R.I	25420			Voujeaucourt	25	43	3485	
26002	BIBLIOTHEQUE  PIERRE  MENDES  FRANCE			ALLEE	LES  TERRASSES  DU  BANCEL	LES TERRASSES DU BANCEL	ALLEE LES  TERRASSES  DU  BANCEL	26140			Albon	26	82	1761	
26004	BIBLIOTHEQUE  ROSE PAYRE		1	PLACE DES ECOLES	DU  VIVARAIS		1 PLACE DES ECOLES	26300			Alixan	26	82	2377	
26005	BIBLIOTHEQUE  MUNICIPALE			ROUTE	DE  MONTELIMAR	ALLEE  DU  FOYER  RURAL	ROUTE DE  MONTELIMAR	26780			Allan	26	82	1646	
26006	BIBLIOTHEQUE  ALLEXOISE			AVENUE	HENRI  SEGUIN		AVENUE HENRI  SEGUIN	26400			Allex	26	82	2541	
26008	BIBLIOTHEQUE	MAIRIE	40		GRANDE  RUE	MAIRIE	40   GRANDE  RUE	26200			Ancône	26	82	1070	
26009	BIBLIOTHEQUE  MUNICIPALE		rue	Chaudier		PARKING  SALLE  DES  FETES	rue Chaudier	26140			Andancette	26	82	1269	
26010	BIBLIOTHEQUE		22	RUE	JULES  FERRY	ECOLE  PAUL  ELUARD	22 RUE JULES  FERRY	26140			Anneyron	26	82	3856	
26011	BIBLIOTHEQUE  MUNICIPALE		4	RUE	DE  LA  GARE		4 RUE DE  LA  GARE	26400			Aouste-sur-Sye	26	82	2295	
26023	BIBLIOTHEQUE  DE  BARBIERES  LOISIRS				GRANDE RUE		GRANDE RUE	26300			Barbières	26	82	780	
26024	LIRE  A  BARCELONNE					MAIRIE		26120			Barcelonne	26	82	372	
26033	BAUME  DU  LIVRE					MAISON  SABATIER		26790			La Baume-de-Transit	26	82	856	
26035	BIBLIOTHEQUE  COMMUNALE DE BEAUFORT-SUR-GERVANNE			ROUTE	DE  SUZE		ROUTE DE  SUZE	26400			Beaufort-sur-Gervanne	26	82	398	
26037	MEDIATHEQUE  MUNICIPALE		12	rue	ALLEE  DES  PINS		12 rue ALLEE  DES  PINS	26760			Beaumont-lès-Valence	26	82	3932	
26042	BIBLIOTHEQUE  MUNICIPALE	MAIRIE		RUE	DES  ECOLES		RUE DES  ECOLES	26800			Beauvallon	26	82	1654	
26045	MEDIATHEQUE  MUNICIPALE					LA  PASSERELLE		26160			La Bégude-de-Mazenc	26	82	1509	
26049	BIBLIOTHEQUE DE BESAYES		7	rue	de la Liberté	Mairie, 1er étage	7 rue de la Liberté	26300			Bésayes	26	82	1035	
26056	MEDIATHEQUE  CANTONALE  DU  PAYS  DE  BOURDEAUX	PAYS DE BOURDEAUX				ESPACE  RIGAUD		26460			Bourdeaux	26	82	2478	
26061	BREN  DE  LECTURE	MAIRIE				LE  VILLAGE		26260			Bren	26	82	544	
26063	BIBLIOTHEQUE  MUNICIPALE		2	RUE	DE  BEAUVOISIN		2 RUE DE  BEAUVOISIN	26170			Buis-les-Baronnies	26	82	2381	
26065	CAFEBIBLIOTHEQUE					LE  VILLAGE		26400			Chabrillan	26	82	679	
26071	BIBLIOTHEQUE			QUARTIER	PICHERES		QUARTIER PICHERES	26600			Chanos-Curson	26	82	1113	
26072	BIBLIOTHEQUE  MUNICIPALE			RUE	DES  ECOLES		RUE DES  ECOLES	26600			Chantemerle-les-Blés	26	82	1127	
26074	MEDIATHEQUE-CDI  DU  VERCORS	DU VERCORS		AVENUE	DES  COQUELICOTS		AVENUE DES  COQUELICOTS	26420			La Chapelle-en-Vercors	26	82	790	
26077	BIBLIOTHEQUE		305	Rue	du Facteur Cheval	LE  VILLAGE	305 Rue du Facteur Cheval	26260			Charmes-sur-l'Herbasse	26	82	898	
26079	BIBLIOTHEQUE DE CHARPEY			PLACE	DE  L  ECOLE		PLACE DE  L  ECOLE	26300			Charpey	26	82	1250	
26081	BIBLIOTHEQUE DE CHATEAUDOUBLE			PLACE	FONTAINE	C/0  MME  ODILE  LECLERC	PLACE FONTAINE	26120			Châteaudouble	26	82	565	
26083	BIBLIOTHEQUE  L  OISEAU  LIRE	L'OISEAU LIRE	35	RUE	GEOFFROY  DE  MOIRANS		35 RUE GEOFFROY  DE  MOIRANS	26330			Châteauneuf-de-Galaure	26	82	2049	
26084	MEDIATHEQUE  COMMUNALE		5	RUE	DE  L  ECOLE		5 RUE DE  L  ECOLE	26300			Châteauneuf-sur-Isère	26	82	3773	
26085	MEDIATHEQUE  MARCEL  PAGNOL			PLACE	DE  LA  GRANGETTE		PLACE DE  LA  GRANGETTE	26780			Châteauneuf-du-Rhône	26	82	2313	
26086	BIBLIOTHEQUE  CHATILLON  ARTS  ET  VIGNE			PLACE	DU  REVIRON	MAIRIE	PLACE DU  REVIRON	26410			Châtillon-en-Diois	26	82	583	
26088	CHATULIVRE		29	RUE	MONTS  DU  MATIN		29 RUE MONTS  DU  MATIN	26300			Chatuzange-le-Goubet	26	82	4734	
26092	BIBLIOTHEQUE  COMMUNALE			RUE	DE  LA  SALLE  DES  FETES		RUE DE  LA  SALLE  DES  FETES	26260			Chavannes	26	82	469	
26094	BIBLIOTHEQUE  COMMUNALE					MAISON  DES  ASSOCIATIONS		26240			Claveyson	26	82	869	
26095	BIBLIOTHEQUE		25	impasse	de la mare	Espace mairie	25 impasse de la mare	26450			Cléon-d'Andran	26	82	910	
26106	BIBLIOTHEQUE  MUNICIPALE			QUARTIER	FONDCHAUD		QUARTIER FONDCHAUD	26740			La Coucourde	26	82	971	
26107	BIBLIOTHEQUE  COMMUNALE							26350			Crépol	26	82	503	
26108	MEDIATHEQUE  DEPARTEMENTALE  VALLEE  DE  LA  DROME			PLACE	DE LA GARE	PLACE  DE  LA  GARE	PLACE DE LA GARE	26402	CEDEX		Crest	26	82	8098	
26110	BIBLIOTHEQUE  MUNICIPALE					LE  VILLAGE		26600			Crozes-Hermitage	26	82	531	
26113	MEDIATHEQUE  DEPARTEMENTALE  DIOIS  VERCORS		2	AVENUE	DIVISION  DU  TEXAS		2 AVENUE DIVISION  DU  TEXAS	26150			Die	26	82	4629	
26114	BIBLIOTHEQUE  MUNICIPALE			RUE	ERNEST  CHALAMEL		RUE ERNEST  CHALAMEL	26220			Dieulefit	26	82	3256	
26116	BIBLIOTHEQUE  MUNICIPALE			PLACE	DU  CHAMP  DE  MARS	CENTRE  CULTUREL	PLACE DU  CHAMP  DE  MARS	26290			Donzère	26	82	5174	
26118	BIBLIOTHEQUE  COMMUNALE		97	RUE	DE  LA  MAIRIE	MAIRIE	97 RUE DE  LA  MAIRIE	26210			Epinouze	26	82	1381	
26119	BIBLIOTHEQUE			PLACE	DU  MARCHE  AUX  FRUITS		PLACE DU  MARCHE  AUX  FRUITS	26600			Erôme	26	82	826	
26121	BIBLIOTHEQUE  MUNICIPALE			BOULEVARD	DE  LA  REPUBLIQUE		BOULEVARD DE  LA  REPUBLIQUE	26780			Espeluche	26	82	1096	
26125	BIBLIOTHEQUE  CENTRE  DOCUMENTAIRE  ET  COMMUNALE			RUE	DU  CHASTEROND		RUE DU  CHASTEROND	26400			Eurre	26	82	1134	
26138	BIBLIOTHEQUE  MUNICIPALE			RUE	MARQUIS  DE  LA  BAUME	MAIRIE	RUE MARQUIS  DE  LA  BAUME	26700			La Garde-Adhémar	26	82	1188	
26139	BIBLIOTHEQUE  MUNICIPALE			QUARTIER	DES  AUGUSTINS	L'OREE  DU  VILLAGE	QUARTIER DES  AUGUSTINS	26750			Génissieux	26	82	2100	
26143	BIBLIOTHEQUE  MUNICIPALE			PLACE	DE  L  HOTEL  DE  VILLE		PLACE DE  L  HOTEL  DE  VILLE	26530			Le Grand-Serre	26	82	834	
26144	MEDIATHEQUE COMMUNALE DE GRANE		3	RUE	DES  PASTOURIAUX		3 RUE DES  PASTOURIAUX	26400			Grane	26	82	1800	
26145	AUTOUR  DU  LIVRE					MAIRIE		26290			Les Granges-Gontardes	26	82	575	
26146	BIBLIOTHEQUE			PLACE	DU  JEU  DE  BALLON	MAISON  DE  PAYS	PLACE DU  JEU  DE  BALLON	26230			Grignan	26	82	1564	
26148	FACTEUR  LIVRES		9	GRANDE  RUE			9 GRANDE  RUE	26390			Hauterives	26	82	1634	
26149	BIBLIOTHEQUE			AVENUE	DES  MARRONNIERS		AVENUE DES  MARRONNIERS	26730			Hostun	26	82	981	
26155	BIBLIOTHEQUE  MUNICIPALE			PLACE	JEROME  CAVALLI		PLACE JEROME  CAVALLI	26210			Lapeyrouse-Mornay	26	82	1083	
26156	BIBLIOTHEQUE			RUE	DES  VERGERS		RUE DES  VERGERS	26600			Larnage	26	82	1008	
26162	BIBLIOTHEQUE							26210			Lens-Lestang	26	82	817	
26165	MEDIATHEQUE  MUNICIPALE	LOUISE MICHEL		PLACE	DE  LA  MADELEINE		PLACE DE  LA  MADELEINE	26250			Livron-sur-Drôme	26	82	9132	
26166	BIBLIOTHEQUE		12	AVENUE	DE  LA  REPUBLIQUE	MAISON  POUR  TOUS	12 AVENUE DE  LA  REPUBLIQUE	26270			Loriol-sur-Drôme	26	82	5849	
26167	BIBLIOTHEQUE  COMMUNALE					RUE DES ECOLES		26310			Luc-en-Diois	26	82	539	
26168	ASSOCIATION CULTURELLE  DU  HAUT  BUECH					LE  VILLAGE		26620			Lus-la-Croix-Haute	26	82	506	
26169	BIBLIOTHEQUE  COMMUNALE					LES  LAVANDES		26780			Malataverne	26	82	1755	
26170	BIBLIOTHEQUE  MUNICIPALE			PLACE	EMILE  COURTHIAL		PLACE EMILE  COURTHIAL	26120			Malissard	26	82	3298	
26172	BIBLIOTHEQUE  COMMUNALE					LE  VILLAGE		26210			Manthes	26	82	631	
26174	BIBLIOTHEQUE  MUNICIPALE		255	rue des écoles		ECOLE  PRIMAIRE	255 rue des écoles	26260			Margès	26	82	896	
26176	BIBLIOTHEQUE  COMMUNALE   MARSANNE  LLMLIRE			PLACE	AUGUSTE  CANON		PLACE AUGUSTE  CANON	26740			Marsanne	26	82	1249	
26177	BIBLIOTHEQUE  MUNICIPALE			PLACE	DE  L  ECOLE		PLACE DE  L  ECOLE	26260			Marsaz	26	82	663	
26179	BIBLIOTHEQUE MUNICIPALE DE MERCUROL			RUE	DE  LA  REPUBLIQUE		RUE DE  LA  REPUBLIQUE	26600			Mercurol	26	82	2179	
26188	BIBLIOTHEQUE DE MOLLANS	LA GRANGE AUX LIVRES	RUE	PORTE MAJOR			RUE PORTE MAJOR	26170			Mollans-sur-Ouvèze	26	82	1039	
26193	MEDIATHEQUE  MUNICIPALE				L'AUTIN	L'AUTIN	L'AUTIN	26570			Montbrun-les-Bains	26	82	595	
26197	MEDIATHEQUE COMMUNALE DE MONTELIER		22	AVENUE	DU  VERCORS	ESPACE  JEAN  MONNET	22 AVENUE DU  VERCORS	26120			Montélier	26	82	3530	
26198	MEDIATHEQUE INTERCOMMUNALE	MAURICE PIC	16	BOULEVARD	GENERAL DE GAULLE		16 BOULEVARD GENERAL DE GAULLE	26200			Montélimar	26	82	51668	
26206	MEDIATHEQUE		41		GRANDE  RUE		41   GRANDE  RUE	26120			Montmeyran	26	82	2904	
26207	Bibliothèque Municipale de Montmiral		65	route	de Parnans		65 route de Parnans	26750			Montmiral	26	82	646	
26208	BIBLIOTHEQUE  COMMUNALE			CHEMIN	DES  ECOLIERS		CHEMIN DES  ECOLIERS	26800			Montoison	26	82	1748	
26210	BIBLIOTHEQUE  DES  4  OU  BIBLIOTHEQUE  INTERCOMMUNALE  HAUT					LE  VILLAGE		26350			Montrigaud	26	82	508	
26211	LIRE  A  MONTSEGUR	LIRE A MONTSEGUR	4	PLACE	FREDERIC  MISTRAL		4 PLACE FREDERIC  MISTRAL	26130			Montségur-sur-Lauzon	26	82	1187	
26212	BIBLIOTHEQUE  MUNICIPALE					LE  VILLAGE		26120			Montvendre	26	82	1036	
26213	BIBLIOTHEQUE  COMMUNALE  MILLE  FEUILLE					LE  VILLAGE		26210			Moras-en-Valloire	26	82	626	
26215	BIBLIOTHEQUE  MOTTOISE	J'AIME LIRE			GRAND  RUE		GRAND  RUE	26470			La Motte-Chalancon	26	82	444	
26216	BIBLIOMOTTE	Bibliothèque municipale de la Motte de Galaure						26240			La Motte-de-Galaure	26	82	723	
26218	MEDIATHEQUE DE MOURS			PLACE	DE L'EUROPE		PLACE DE L'EUROPE	26540			Mours-Saint-Eusèbe	26	82	2545	
26220	MEDIATHEQUE  DEPARTEMENTALE  DROME  PROVENCALE		9	RUE	ALBIN  VILHET	BP  62	9 RUE ALBIN  VILHET	26111			Nyons	26	82	7349	
26231	BIBLIOTHEQUE  A  LIVRES  OUVERTS	"ASSOCIATION ""A LIVRES OUVERTS"""		PLACE	DE  LA  MAIRIE	ECOLE PRIMAIRE	PLACE DE  LA  MAIRIE	26380			Peyrins	26	82	2531	
26232	LECTURE  POUR  TOUS					LE  VILLAGE		26120			Peyrus	26	82	632	
26235	BIBLIOTHEQUE  MUNICIPALE		2	BOULEVARD	EINSTEIN		2 BOULEVARD EINSTEIN	26700			Pierrelatte	26	82	13234	
26258	BIBLIOTHEQUE  COMMUNALE			GRANDE  RUE	LE VILLAGE		GRANDE  RUE	26450			Puy-Saint-Martin	26	82	862	
26264	BIBLIOTHEQUE  MUNICIPALE			PLACE	DU  CHAMP  DE  MARS		PLACE DU  CHAMP  DE  MARS	26510			Rémuzat	26	82	325	
26271	BIBLIOTHEQUE  MUNICIPALE		2	RUE	DIANE  DE  POITIERS		2 RUE DIANE  DE  POITIERS	26600			La Roche-de-Glun	26	82	3219	
26273	BIBLIOTHEQUE  COMMUNALE					LE  VILLAGE  ST  MAMANS		26300			Rochefort-Samson	26	82	952	
26275	BIBLIOTHEQUE					MAIRIE		26790			Rochegude	26	82	1470	
26281	MEDIATHEQUE	SIMONE DE BEAUVOIR		RUE	SABATON	BP 238	RUE SABATON	26105	CEDEX	BP 238	Romans-sur-Isère	26	82	51133	
26284	BIBLIOTHEQUE  DE  LA  VENCE					LE  VILLAGE		26230			Roussas	26	82	357	
26289	BIBLIOTHEQUE  COMMUNALE	LES AMIS DE LA LECTURE	6	GRANDE  RUE	GRANDE RUE		6 GRANDE  RUE GRANDE RUE	26340			Saillans	26	82	1074	
26293	BIBLIOTHEQUE  ANNE  PIERJEAN  ROBERT		3	RUE	DE  LA  BERGERIE		3 RUE DE  LA  BERGERIE	26330			Saint-Avit	26	82	322	
26295	BIBLIOTHEQUE  DE  LA  FONTAINE					MAIRIE		26240			Saint-Barthélemy-de-Vals	26	82	1872	
26298	LA  BOUQUINERIE			Ancienne cure	Place Mathieu de la Drôme		Ancienne cure Place Mathieu de la Drôme	26350			Saint-Christophe-et-le-Laris	26	82	401	
26301	MEDIATHEQUE		25	RUE	PASTEUR		25 RUE PASTEUR	26260			Saint-Donat-sur-l'Herbasse	26	82	3706	
26307	BIBLIOTHEQUE  MUNICIPALE		2	CHEMIN	DES  ECOLIERS	ANCIENNE ECOLE DES FILLES	2 CHEMIN DES  ECOLIERS	26190			Saint-Jean-en-Royans	26	82	3112	
26311	BIBLIOTHEQUE  LUDOTHEQUE			RUE	DU  TRAM		RUE DU  TRAM	26190			Saint-Laurent-en-Royans	26	82	1390	
26312	BIBLIOTHEQUE			place	de la mairie	MAIRIE	place de la mairie	26740			Saint-Marcel-lès-Sauzet	26	82	1186	
26313	BIBLIOTHEQUE  MUNICIPALE			RUE	DE  L'ETRAU		RUE DE  L'ETRAU	26320			Saint-Marcel-lès-Valence	26	82	5078	
26314	BIBLIOTHEQUE  DES  COLLINES		3	PLACE	DE  LA  MAIRIE		3 PLACE DE  LA  MAIRIE	26330			Saint-Martin-d'Août	26	82	397	
26317	BIBLIOTHEQUE MUNICIPALE	"""Les mots si beaux"""				MAIRIE		26110			Saint-Maurice-sur-Eygues	26	82	651	
26323	BIBLIOTHEQUE  MUNICIPALE			RUE	DU  STADE		RUE DU  STADE	26750			Saint-Paul-lès-Romans	26	82	1757	
26324	MEDIATHEQUE  MUNICIPALE		16	RUE	NOTRE  DAME		16 RUE NOTRE  DAME	26130			Saint-Paul-Trois-Châteaux	26	82	8940	
26325	BIBLIOTHEQUE  ATOUT-LIVRE		2	ALLEE	DU  8  MAI  1945		2 ALLEE DU  8  MAI  1945	26140			Saint-Rambert-d'Albon	26	82	5369	
26330	BIBLIOTHEQUE  COMMUNALE		2	place de la mairie			2 place de la mairie	26210			Saint-Sorlin-en-Valloire	26	82	2004	
26332	BIBLIOTHEQUE  MUNICIPALE  LE  LIVRE  DE  LOCH			PLACE	DE  LA  MAIRIE	MAIRIE  DE  ST  UZE  BP  8	PLACE DE  LA  MAIRIE	26240			Saint-Uze	26	82	1910	
